name,brand,category,subcategory,gender,price,currency,color,material,sizes,description,product_url,photo_url
"Zip-hoodie “Parrain de Souvenirs” Beige dirty wash","Brûler","tops","Зип-худи","unisex","16990","RUB","Бежевый","премиального хлопка","XS,S,M,L,XL","“Parrain de Souvenirs” — зип-худи из премиального хлопка с обработкой dirty wash. Мягкая ткань с эффектом износа и контрастными отпечатками создает винтажный эффект. На груди — принты, вдохновлённые эстетикой автоспорта. Дизайн и детали: 100% хлопок, плотность — 480 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Грязно-бежевый цвет с эффектом dirty wash, винтажные принты на груди. Как носить: С прямыми винтажными джинсами ""De Mon Père"" и белой футболкой — расслабленный повседневный образ с акцентом на варку зип-худи. Под чёрную кожаную куртку — дополнительная текстурность + контраст делают образ выразительным. С базовой футболкой “Essentielle” и широкими джинсами ""Patrimoine"" — простой, но собранный образ, где худи работает как акцент. С серыми джинсами и массивными кроссовками — плотный монохромный лук со streetwear вайбом. Модель: Клинтин Рост: 188 Вес: 80 На Клинтине размер XL Модель: Афсана Рост: 171 Вес: 52 На Афсане размер XS","https://bruler.ru/zip-hoodies/ziphoodieparraindesouvenirsbeigedirtywash","https://bruler.ru/storage/products/bDzSohBmah6ulj3UgcI5UK559f0iJcW6aEq219TE.jpg"
"T-Shirt “Fûck la modernité” Graphite dirty wash","Brûler","tops","Футболки","unisex","7890","RUB","Графитовый","премиального хлопка","XS,S,M,L,XL","“Fûck la modernité” — футболка оверсайз кроя из премиального хлопка с обработкой dirty wash. Глубокий графитовый оттенок и вываренная фактура создают эффект вещи с характером и историей. На груди — принт с провокационным высказыванием, манифест против банальности и следования правилам. Дизайн и детали: 100% хлопок, плотность — 240 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Графитовый цвет с эффектом dirty wash, принт на груди. Как носить: Поверх лонгслива + джинсы “Archive Camo” — многослойный образ с акцентом на вываренный эффект футболки. С винтажными прямыми джинсами “De Mon Père” Black и зип-худи — спокойный образ с легким винтажным эффектом. Под кожаную куртку и грубые ботинки — тёплый образ для поздней осени. Под оверсайз-худи и спортивные прямые брюки — тёплый слой, без лишней визуальной тяжести. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtfucklamodernite","https://bruler.ru/storage/products/BNfTJ2lvBkmurNmtuSgf5nwldIgPF3djXMp4oh87.jpg"
"T-Shirt “Fûck la modernité” White dirty wash","Brûler","tops","Футболки","unisex","7890","RUB","Белый","премиального хлопка","XS,S,M,L,XL","“Fûck la modernité” — футболка оверсайз кроя из премиального хлопка с обработкой dirty wash. Вываренный эффект и «пыльная» фактура напоминают о вещах с историей. На груди — принт с провокационным высказыванием, манифест против банальности и следования правилам. Дизайн и детали: 100% хлопок, плотность — 240 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Грязно-молочный цвет с эффектом dirty wash, принт на груди. Как носить: Поверх лонгслива + джинсы “Archive Camo” — многослойный образ с акцентом на вываренный эффект футболки. С винтажными прямыми джинсами “De Mon Père” Black и зип-худи — спокойный образ с легким винтажным эффектом. Под кожаную куртку и грубые ботинки — тёплый образ для поздней осени. Под оверсайз-худи и спортивные прямые брюки — тёплый слой, без лишней визуальной тяжести. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtfucklamodernitewhite","https://bruler.ru/storage/products/wAdRTChBuf1Z99tQ7tnVtGWuNgVETFP36AJMS7ub.jpg"
"Jeans ""De Mon Père"" Black","Brûler","bottoms","Джинсы","unisex","14990","RUB","Чёрный","","XS,S,M,L,XL,XXL","""De Mon Père"" — оверсайз джинсы из 100% хлопка с эффектом garment washing. Модель выполнена в классической пятикарманной конструкции: два передних втачных кармана, один маленький «монетный» и два накладных сзади. На заднем кармане — принт Brûler, а под передним карманом — дестрой-эффект, придающий изделию винтажность. Сзади джинсы дополнены жакрон-патчем с выдавленным логотипом бренда. Дизайн и детали: 100% хлопок, плотность — 440 г/м², прочный и износостойкий деним. Оверсайз крой, пятикарманная конструкция. Чёрный цвет с эффектом garment washing, дестрой-детали и принт на заднем кармане. Как носить: С зип-худи “Autocollant” и базовой футболкой под низ — расслабленный повседневный образ с винтажным вайбом. С рубашкой “Downtown 98” и кедами — спокойный городской лук с акцентом на фактуру и слои. С базовым худи и минималистичными кроссовками — универсальный вариант для дня, когда нужен комфорт. С oversize-свитером и кожаной курткой “Cas” сверху — тёплый образ, где джинсы балансируют массивный верх. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/jeans/jeansdemonpereblack","https://bruler.ru/storage/products/Qm4ycHUvrggc1cxQibJBCr2e3Bv71lD8L3R6GZDI.jpg"
"Jacket ""Cas""","Brûler","outerwear","Верхняя одежда","unisex","22490","RUB","","","XS,S,M,L,XL","Кроп-оверсайз куртка из экокожи с мягким эффектом состаренности. Рельефный эмбосс-логотип на груди и трикотажные детали подчёркивают форму. Рассчитана на межсезонье до +5 °C. Дизайн и детали: Экокожа (PU) на вискозной основе (40%) — деликатный washing-эффект. Кроп-оверсайз силует, свободные плечи; застёжка на молнию. Трикотажные манжеты и широкий пояс — держат посадку и тепло. Рельефный эмбосс-логотип на груди. Стёганая подкладка: 100% полиэстер. Утеплитель: 100% полиэстер. Чёрный цвет с эффектом состаренности. Температурный режим: до +5 °C. Как носить: С прямыми джинсами и свитером и ботинками — аккуратный городской образ. С брюками карго, свитшотом и массивными кроссовками — расслабленный стритвир на каждый день. С джоггерами, худи и кроссовками — тёплый повседневный образ. Модель: Ильяс Рост: 187 Вес: 80 На Ильясе размер XL Модель: Соня Рост: 174 Вес: 58 На Соне размер S","https://bruler.ru/verxniaia-odezda/cas","https://bruler.ru/storage/products/01K6N1A3H6P2DPZFF4Q7JE5V2D.jpg"
"Zip-hoodie “Investigation” Gray garment dye","Brûler","tops","Зип-худи","unisex","16990","RUB","Серый","премиального хлопка","XS,S,M,L,XL","“Investigation” — ресток легендарной модели Burler d’Amour. Худи из премиального хлопка с обработкой garment washing сочетает минимализм на груди и выразительные детали на спине. На груди — вышивка логотипа, на спине — принт и вышивка, добавляющая фактурный контраст. Дизайн и детали: 100% хлопок, плотность — 550 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Серый цвет с эффектом garment dye, принт и вышивка спереди и сзади. Как носить: С винтажными прямыми джинсами “De Mon Père” и белой футболкой — расслабленный повседневный образ с акцентом на варку зип-худи. Под чёрную кожаную куртку — дополнительная текстурность и контраст делают образ выразительным. С базовой футболкой “Essentielle” и широкими джинсами ""Patrimoine"" — простой, но собранный лук, где зип-худи работает как акцент. С серыми джинсами и массивными кроссовками — плотный монохромный образ со streetwear-настроением. Модель: Клинтин Рост: 188 Вес: 80 На Клинтине размер XL Модель: Афсана Рост: 171 Вес: 52 На Афсане размер XS","https://bruler.ru/zip-hoodies/ziphoodieinvestigationgray","https://bruler.ru/storage/products/0IfB8BcyfpdlFlAqBzMxnD2YLSXKPBdgNyRlm1DM.jpg"
"Longsleeve “Note” Graphite garment washing","Brûler","tops","Футболки","unisex","8990","RUB","Графитовый","премиального хлопка","XS,S,M,L,XL","“Note” — лонгслив с эффектом двухслойности, выполненный из премиального хлопка. Винтажная обработка garment washing создаёт лёгкий эффект выцветания. На груди — принт в фирменной эстетике Brûler, сочетающий спортивные и ностальгические мотивы. Дизайн и детали: 100% хлопок, плотность — 280 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Графитовый цвет с обработкой garment washing, двойной рукав и принт на груди. Как носить: С винтажными прямыми джинсами “De Mon Père” Black — образ с легким винтажным эффектом. Под кожаную куртку и грубые ботинки — тёплый образ для поздней осени. Под зип-худи с прямыми брюками — простой и удобный повседневный вариант. С джинсами “Patrimoine” и массивными ботинками — образ для прохладных дней. Модель: Клинтин Рост: 188 Вес: 80 На Клинтине размер XL Модель: Афсана Рост: 171 Вес: 52 На Афсане размер XS","https://bruler.ru/t-shirts/longsleevenotegraphite","https://bruler.ru/storage/products/s36L5Qe3U9pCN6Jk38rq1JmgIdaNeP39WC9xg1Tj.jpg"
"Zip Hoodie “Frisson” Burgundy wash","Brûler","tops","Зип-худи","unisex","16990","RUB","Бордовый","премиального хлопка","XS,S,M,L,XL","“Frisson” — зип-худи из премиального хлопка с обработкой sand washing. На груди — вышитый логотип и минималистичный символ спичек, отсылка к ДНК бренда и идее «гореть» от любви. На спине — выразительный принт с машиной и сердцем. Дизайн и детали: 100% хлопок, плотность — 480 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Бордовый цвет с эффектом sand washing. Вышитый логотип на груди, крупный принт на спине. Как носить: С винтажными прямыми джинсами “De Mon Père” и белой футболкой — расслабленный повседневный образ с акцентом на варку зип-худи. В расстёгнутом виде поверх базовой футболки """"Logo de base 01"""" — для многослойности в прохладную погоду. С тёмно-синими джинсами сырого денима — сочетание, которое подчёркивает эффект washing. С оверсайз-джинсами и футболкой “Peau à Peau” — винтажный расслабленный образ. Модель: Клинтин Рост: 188 Вес: 80 На Клинтине размер XL Модель: Афсана Рост: 171 Вес: 52 На Афсане размер XS","https://bruler.ru/zip-hoodies/ziphoodiefrissonburgundywash","https://bruler.ru/storage/products/orvBd80zmX6IjjorosJKmkHdlDEn3ONEHtEIpkLL.jpg"
"T-Shirt “Amour Brut” Pink","Brûler","tops","Футболки","unisex","5990","RUB","Розовый","мягкого эластичного трикотажа на основе хлопка","XS,S,M,L,XL","“Amour Brut” — футболка приталенного силуэта из мягкого эластичного трикотажа на основе хлопка и модала. Лёгкая, тактильно приятная ткань комфортно садится по телу. На груди — вышитый логотип и фирменный символ спичек, отсылка к ДНК бренда и идее «гореть» от любви. На спине — выразительный принт, дополняющий характер изделия. Дизайн и детали: 64% хлопок, 28% модал, 8% эластан, плотность — 220 г/м² — лёгкая, мягкая и эластичная ткань, комфортная к телу. Приталенный крой, подчёркивающий силуэт. Розовый цвет. Вышитый логотип и фирменный символ спичек на груди, крупный принт на спине. Как носить: С прямыми джинсами на низкой посадке ""De Mon Père"" — расслабленный городской образ. С брюками и зип-худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. Под зип-худи “Frisson” с прямыми брюками — простой и удобный повседневный вариант. С тёмно-синими джинсами сырого денима ""Patrimoine"". Модель: Афсана Рост: 171 Вес: 52 На Афсане размер XS","https://bruler.ru/t-shirts/tshirtamourbrutpink","https://bruler.ru/storage/products/iCk9QBsoLq056Ebu2fqAadqyAvs1PcWaznzOwYuN.jpg"
"Keychain “Clé d’Amour”","Brûler","accessories","Аксессуары","unisex","2490","RUB","","","","“Clé d’Amour” — минималистичный брелок в эстетике бренда Brûler d’Amour. Лёгкий и универсальный аксессуар, который работает и как деталь образа и узнаваемый элемент ДНК бренда. Его можно носить на ключах, на сумке или рюкзаке, а также крепить на карабин к джинсам или ремню.","https://bruler.ru/accessories/keychaincldamour","https://bruler.ru/storage/products/1k02eHn16bCms1wFTsuiyBehHhLvrDj0wba7eOtI.jpg"
"T-Shirt “Cour de la maison” Grey melange","Brûler","tops","Футболки","unisex","7890","RUB","Серый","премиального хлопка","XS,S,M,L,XL","“Cour de la maison” — футболка из премиального хлопка серого меланжевого цвета. Оверсайз крой и спущенная линия плеча формируют расслабленный силуэт, а принт с зимним двором и машиной создаёт атмосферу ностальгии и тишины. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Серый меланж, принт с изображением двора и машины. Как носить: С винтажными прямыми джинсами ""De Mon Père"" — спокойный образ с акцентом на принт. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С широкими джинсами ""Patrimoine"" и минималистичными кроссовками — расслабленный городской вариант. Под зип-худи с прямыми брюками — простой и удобный повседневный вариант. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtcourdelamaison","https://bruler.ru/storage/products/3VFApmS3z8ztIlL064tGwNvG4jk99B6jJyMKFda2.jpg"
"T-Shirt ""Signature Poitrine"" Gray","Brûler","tops","Футболки","unisex","7890","RUB","Серый","","S,M,L,XL","Футболка ""Signature Poitrine"" — про эстетику уличной графики и лого-культуры. Принт на груди отсылает к эпохе кастомных шрифтов, наклеек и тэгов, которые можно было встретить на пенале, кассете или задней обложке тетради. Дизайн и детали: 100% хлопок, плотность — 300 г/м², свободный крой с мягкой посадкой. Глубокий серый цвет с приглушённым принтом из лого-элементов Brûler. Классический круглый вырез, оверсайз силуэт. Как носить: С карго-брюками и кроссовками — для тех, кто ценит комфорт и детализацию. В паре с джинсами и оверсайз-бомбера — образ с уличной прямотой и минимализмом. В паре с бермудами и худи — уличный стиль с ностальгическим акцентом. Допускаются незначительные отличия в цвете из-за особенностей технологии финишинга* Модель: Соня Рост: 174 Вес: 58 На Соне размер S Модель: Влад Рост: 182 Вес: 85 На Владе размер L","https://bruler.ru/t-shirts/tshirtsignature","https://bruler.ru/storage/products/01JZN0NWPNSB5R0367RJ451K87.jpg"
"Jeans ""Patrimoine"" Raw Denim","Brûler","bottoms","Джинсы","unisex","14990","RUB","","сырого денима","XS,S,M,L,XL,XXL","""Patrimoine"" — оверсайз джинсы из 100% хлопка, выполненные из сырого денима с обработкой garment washing. Модель имеет классическую пятикарманную конструкцию: два передних втачных кармана, один маленький «монетный» и два накладных сзади. Благодаря обработке garment washing джинсы приобретают мягкость и лёгкий винтажный эффект, сохраняя при этом насыщенный оттенок тёмно-синего денима. Дизайн и детали: 100% хлопок, плотность — 440 г/м², прочный, долговечный деним. Оверсайз крой, пятикарманная конструкция. Синий цвет сырого денима с эффектом garment washing, акцент на естественную фактуру ткани. Как носить: С рубашкой “Downtown 98” и кедами — спокойный городской лук с акцентом на фактуру и слои. С зип-худи “Muse” и базовой футболкой под низ — расслабленный повседневный образ. С белым лонгсливом и футболкой поверх — многослойность в духе 90-х. С oversize свитером и массивными кроссовками — тёплый, сбалансированный силуэт. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/jeans/jeanspatrimoine","https://bruler.ru/storage/products/xTDPvL0R60mzvLr5lACuHMufL4CIKxTlOIbQNc6s.jpg"
"Shirt ""Downtown 98"" Brown","Brûler","tops","Рубашки","unisex","13490","RUB","Коричневый","","","""Downtown 98"" — оверсайз рубашка с лёгким эффектом garment washing, выполненная из 100% хлопка. На нагрудном кармане — вышивка с логотипом Brûler, добавляющая аккуратный акцент. Коричневая клетка в сочетании с обработкой garment washing придаёт изделию винтажный характер. Дизайн и детали: 100% хлопок, плотность — 128 г/м², дышащий, приятный к телу Оверсайз крой со спущенной линией плеча. Коричневая клетка, обработка garment washing, вышивка с логотипом на кармане. Как носить: Под футболку оверсайз и джинсы “Patrimoine” — расслабленный повседневный образ с винтажным настроением. Под кожаную куртку Jacket “Cas” и прямые тёмные джинсы — расслабленный, тёплый городской образ. С белой футболкой и широкими светлыми джинсами — контрастный и свежий аутфит. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/shirts/shirtdowntownbrown","https://bruler.ru/storage/products/qRreN8ns0yauR88S2zsoB8BVvA4qI5oYFkHj0RV8.jpg"
"T-Shirt “Constructeur” Graphite garment dyed","Brûler","tops","Футболки","unisex","7890","RUB","Графитовый","премиального хлопка","XS,S,M,L,XL","“Constructeur” — футболка оверсайз кроя из премиального хлопка, окрашенная в технике garment dyed. Уникальная фактура окрашивания придаёт ткани глубину оттенка и лёгкий винтажный эффект. На груди — графичный принт в виде чертежа автомобиля. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Графитовый цвет с эффектом garment dyed, принт-конструктор на груди. Как носить: Поверх лонгслива + джинсы “Archive Camo” — многослойный образ с акцентом на вываренный эффект футболки. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С винтажными прямыми джинсами “De Mon Père” Black и зип-худи — спокойный образ с легким винтажным эффектом. Под зип-худи с прямыми брюками — простой и удобный повседневный вариант. Модель: Клинтин Рост: 188 Вес: 80 На Клинтине размер XL","https://bruler.ru/t-shirts/tshirtconstructeurgraphitegarmentdyed","https://bruler.ru/storage/products/kBAJqSB3wAeXlD6rpRoCdWwQnB0i3HRwfZmwboL2.jpg"
"Hoodie “Ombre Brûlée” Graphite garment washing","Brûler","tops","Худи","unisex","15990","RUB","Графитовый","плотного хлопка","XS,S,M,L,XL","“Ombre Brûlée” — худи из плотного хлопка с garment washing обработкой, создающей мягкий винтажный эффект. Свободный силуэт и спущенная линия плеча создают расслабленный образ. Главный акцент — объёмная тоновая аппликация Brûler d’Amour на груди и спине, выполненные в едином графитовом оттенке, что делает изделие выразительным, но лаконичным. Дизайн и детали: 100% хлопок, плотность — 450 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Глубокий графитовый цвет с винтажной варкой. Объёмная аппликация на груди и спине. Как носить: С камуфляжными джинсами ""Archive Camo"" и массивными кроссовками — смелый стрит-лук с акцентом на текстуру. С базовыми брюками из коллекции essentielle и шапкой бини — уютный вариант для холодных дней. Под кожаную куртку “Cas” + черными прямыми джинсами ""De Mon Père” — тёплый многослойный лук с характером. С широкими темно-синими джинсами raw denim — лаконичный лук, где внимание на фактуру худи. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/hoodies/hoodieombrebrulee","https://bruler.ru/storage/products/Po2zCKHAPgtKRv6aEwIbppjc9iKfEgEYmbuBaark.jpg"
"Zip “Pas de capuche” Black garment wash","Brûler","tops","Зип-худи","unisex","16990","RUB","Чёрный","премиального хлопка","XS,S,M,L,XL","“Pas de capuche” — зип-свитшот из премиального хлопка с обработкой garment washing. Модель без капюшона, с отложным воротником и объёмной аппликацией на груди. Эффект варки придаёт изделию винтажный оттенок и подчёркивает текстуру ткани. Дизайн и детали: 100% хлопок, плотность — 480 г/м², дышащий, приятный к телу. Оверсайз крой, отложный воротник. Чёрный цвет с эффектом garment washing, объёмная аппликация на груди. Как носить: Под базовую футболку и прямые чёрные джинсы “De Mon Père” — простой и стильный образ на каждый день. С серыми широкими джоггерами и минималистичными кроссовками — удобный повседневный сет с акцентом на объёмный силуэт. С тёмно-синими джинсами сырого денима — сочетание, которое подчёркивает эффект garment washing. С оверсайз-джинсами и футболкой “Fûck la modernité” — винтажный расслабленный образ. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/zip-hoodies/zippasdecapuche","https://bruler.ru/storage/products/SwRivMmpKfxbBJS7uxULjP790JFONFD0Fu88POsY.jpg"
"Beanie-hat “Signature” Gray","Brûler","accessories","Аксессуары","unisex","4990","RUB","Серый","мягкой хлопковой пряжи","","“Signature” — шапка бини из мягкой хлопковой пряжи с жаккардовым рисунком и вышивкой. Благодаря эластичной вязке шапка комфортно садится по голове и сохраняет тепло. Модель можно носить в двух вариантах: с отворотом, на котором расположен вышитый логотип Brûler d’Amour, или без — открывая крупный жаккардовый логотип. Дизайн и детали: 100% хлопок — тёплый, дышащий и приятный к телу материал. Жаккардовая вязка и вышивка логотипа. Серый цвет с чёрным логотипом и вышивкой Brûler d’Amour. Как носить: Идеально сочетается с шарфом “Signature”, образуя полноценный зимний сет. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/accessories/beaniehatsignaturegray","https://bruler.ru/storage/products/WzduKqcK02WalG5O6ouDgnmi3FrWpckK6m99zSRR.jpg"
"Scarf “Signature” Gray","Brûler","accessories","Аксессуары","unisex","4990","RUB","Серый","","","“Signature” — тёплый шарф из 100% хлопковой пряжи, выполненный в технике жаккардовой вязки. Мягкий и плотный материал обеспечивает комфорт и защиту в холодную погоду. На поверхности расположен крупный жаккардовый принт с логотипом Brûler d’Amour в чёрном цвете, создающий контрастный и лаконичный акцент. Дизайн и детали: 100% хлопок — мягкий, тёплый и дышащий материал. Жаккардовая вязка с фирменным принтом и вышивкой. Серый цвет с чёрным логотипом Brûler d’Amour. Как носить: Идеально сочетается с шапкой “Signature”, образуя полноценный зимний сет.","https://bruler.ru/accessories/scarfsignaturegray","https://bruler.ru/storage/products/lccWLlGgw9b0ToXHFqGyw00SfbyJboowIUNLwkIZ.jpg"
"Zip-hoodie “Blesser” Grey garment washing","Brûler","tops","Зип-худи","unisex","16990","RUB","Серый","","XS,S,M,L,XL","“Blesser” — вязаный зип-худи оверсайз кроя со спущенной линией плеча. Фактурная вязка и лёгкий эффект garment washing придают вещи винтажный характер. На груди — аппликация с логотипом Brûler, добавляющая акцент. Дизайн и детали: Пряжа, 100% хлопок — дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Серый цвет с обработкой garment washing, аппликация с логотипом на груди. Как носить: С базовой футболкой и прямыми тёмными джинсами — простой и чистый базовый образ на каждый день. С широкими винтажными джинсами “Archive Camo” и базовым лонгсливом — расслабленный грубоватый силуэт с акцентом на фактуру. Под кожаную куртку “Cas” и с прямыми брюками — фактурная многослойность, где вязаное худи смягчает грубость кожи. С тёмными прямыми джинсами ""De Mon Père"" и шапкой-бини — простой тёплый образ, в котором вязка худи работает как главный акцент.","https://bruler.ru/zip-hoodies/ziphoodieblessergreygarmentwashing","https://bruler.ru/storage/products/01KF3PQPTABBVP2S9Y8M6G2PGN.jpg"
"Zip-hoodie “Blesser” Black garment washing","Brûler","tops","Зип-худи","unisex","16990","RUB","Чёрный","","XS,S,M,L,XL","“Blesser” — вязаный зип-худи оверсайз кроя со спущенной линией плеча. Плотная текстура и эффект garment washing создают благородный выцветший оттенок и подчёркивают винтажное настроение. На груди — объёмная аппликация с логотипом Brûler, добавляющая выразительный акцент. Дизайн и детали: Пряжа, 100% хлопок — дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Чёрный цвет с обработкой garment washing, аппликация с логотипом на груди. Как носить: С базовой футболкой и прямыми тёмными джинсами — простой и чистый базовый образ на каждый день. С широкими винтажными джинсами “Archive Camo” и базовым лонгсливом — расслабленный грубоватый силуэт с акцентом на фактуру. Под кожаную куртку “Cas” и с прямыми брюками — фактурная многослойность, где вязаное худи смягчает грубость кожи. С тёмными прямыми джинсами ""De Mon Père"" и шапкой-бини — простой тёплый образ, в котором вязка худи работает как главный акцент.","https://bruler.ru/zip-hoodies/ziphoodieblesserblackgarmentwashing","https://bruler.ru/storage/products/c7xYMcG45Gs4iVpc8vnuoSwGOxy2IAaxe1HqLTf4.jpg"
"T-Shirt “Turbo” White","Brûler","tops","Футболки","unisex","7890","RUB","Белый","премиального хлопка","XS,S,M,L,XL","“Turbo” — оверсайз футболка из премиального хлопка. Силуэт со спущенной линией плеча дополнен принтами с изображением ретро-машины, вдохновлёнными жевательной резинкой Turbo. На груди — фирменный логотип Brûler. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Белый цвет, принты с изображением автомобиля на груди и спине. Как носить: С винтажными прямыми джинсами ""De Mon Père"" — спокойный образ с акцентом на принт. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С широкими джинсами ""Patrimoine"" и минималистичными кроссовками — расслабленный городской вариант. Под зип-худи с прямыми брюками — простой и удобный повседневный вариант. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtturbowhite","https://bruler.ru/storage/products/7j7muMXVnKxSZSXfHBXMjbhkRlQZeJLEOz77gGLS.jpg"
"T-Shirt “Turbo” Black","Brûler","tops","Футболки","unisex","7890","RUB","Чёрный","премиального хлопка","XS,S,M,L,XL","“Turbo” — оверсайз футболка из премиального хлопка. Силуэт со спущенной линией плеча дополнен принтами с изображением ретро-машины, вдохновлёнными жевательной резинкой Turbo. На груди — фирменный логотип Brûler. Дизайн и детали: 100% хлопок, плотность — 300 г/м², дышащий, приятный к телу. Оверсайз крой со спущенной линией плеча. Чёрный цвет, принты с изображением автомобиля на груди и спине. Как носить: С винтажными прямыми джинсами ""De Mon Père"" — спокойный образ с акцентом на принт. С брюками и худи из коллекции ""Essentielle"" — футболка работает как акцентная деталь в спокойном базовом образе. С широкими джинсами ""Patrimoine"" и минималистичными кроссовками — расслабленный городской вариант. Под зип-худи с прямыми брюками — простой и удобный повседневный вариант. Модель: Вито Рост: 181 Вес: 72 кг На Вито размер L Модель: Арина Рост: 172 Вес: 52 На Арине размер S","https://bruler.ru/t-shirts/tshirtturboblack","https://bruler.ru/storage/products/q6TdP4hWZXXicZe267E2KhiU9Ye1fOZ4xIHrHXjz.jpg"
"Scarf “Signature” Black","Brûler","accessories","Аксессуары","unisex","4990","RUB","Чёрный","","","“Signature” — тёплый шарф из 100% хлопковой пряжи, выполненный в технике жаккардовой вязки. Мягкий и плотный материал обеспечивает комфорт и защиту в холодную погоду. На поверхности расположен крупный жаккардовый принт с логотипом Brûler d’Amour в фиолетовом оттенке, придающий аксессуару выразительный акцент. Дизайн и детали: 100% хлопок — мягкий, тёплый и дышащий материал. Жаккардовая вязка с фирменным принтом и вышивкой. Чёрный цвет с фиолетовым логотипом Brûler d’Amour. Как носить: Идеально сочетается с шапкой “Signature”, образуя полноценный зимний сет.","https://bruler.ru/accessories/scarfsignatureblack","https://bruler.ru/storage/products/J9jJl9Ll1zopxz5kfg2bZnIageh62LkIxsfK4OOf.jpg"
"Beanie-hat “Signature” Black","Brûler","accessories","Аксессуары","unisex","4990","RUB","Чёрный","мягкой хлопковой пряжи","","“Signature” — шапка бини из мягкой хлопковой пряжи с жаккардовым рисунком и вышивкой. Благодаря эластичной вязке шапка комфортно садится по голове и сохраняет тепло. Модель можно носить в двух вариантах: с отворотом, на котором расположен вышитый логотип Brûler d’Amour, или без — открывая крупный жаккардовый логотип. Дизайн и детали: 100% хлопок — тёплый, дышащий и приятный к телу материал. Жаккардовая вязка и вышивка логотипа. Чёрный цвет с фиолетовым логотипом и вышивкой Brûler d’Amour. Как носить: Идеально сочетается с шарфом “Signature”, образуя полноценный зимний сет.","https://bruler.ru/accessories/beaniehatsignatureblack","https://bruler.ru/storage/products/NOlEYRogq3d6OzX6nUPK3iCM1czK9GYtjruO456J.jpg"
"Half-zip ""Logo de base 02"" Grey melange","Brûler","tops","Half-zip","unisex","9990","RUB","Серый","премиального хлопка","XS,S,M,L,XL","""Logo de base 02"" — укороченное half-zip худи из премиального хлопка. Высокий ворот и свободный крой делают его удобным в носке, а лаконичный дизайн и серый меланжевый цвет легко сочетаются с любой одеждой. Изделие дополнено объёмным логотипом с эффектом металла. Дизайн и детали: 100% хлопок, плотность 480 г/м² — прочный, сохраняет форму. Укороченный свободный крой со спущенной линией плеча. Высокий ворот, короткая металлическая молния. Серый меланж, патч с эффектом металла на груди. Как носить: Со спортивными брюками и кроссовками — для комфортного повседневного образа. С джинсами прямого кроя — универсальное сочетание на каждый день. С классическими брюками и лоферами — для контраста спортивного и строгого стиля. Модель: Дима Рост: 187 Вес: 85 На Диме размер L Модель: Лиза Рост: 176 Вес: 52 На Лизе размер S","https://bruler.ru/half-zips/halfzipbasegreytwo","https://bruler.ru/storage/products/01K42DGN2YGMPTQG129PBXZA3N.jpg"
